,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
1136781,1370201,G063364,31/01/2001 06:05,027XX N CENTRAL AV,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2514,25,,,18,1138603,1917892,2001,17/08/2015 15:03,41.93082202,-87.76608311,"(41.930822, -87.766083)"
4416982,9610369,HX260769,14/05/2014 00:12,006XX E 47TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,221,2,4,38,18,1181281,1873991,2014,04/02/2016 06:33,41.8094735,-87.61060968,"(41.809473, -87.61061)"
4577869,3250027,HK223730,06/03/2004 13:40,009XX N LAWLER AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1531,15,37,25,18,1142521,1905749,2004,15/04/2016 08:55,41.89742829,-87.75198756,"(41.897428, -87.751988)"
1638263,6445949,HP521487,19/08/2008 00:32,089XX S EXCHANGE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,423,4,10,46,18,1197321,1846166,2008,04/02/2016 06:33,41.73273474,-87.55270521,"(41.732735, -87.552705)"
3767433,8529903,HV207156,20/03/2012 21:40,052XX S NORMANDY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,TRUE,FALSE,811,8,23,56,18,1132601,1869161,2012,04/02/2016 06:33,41.79720373,-87.78927447,"(41.797204, -87.789274)"
2333504,7377315,HS179080,24/02/2010 12:30,075XX S MAY ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,612,6,17,71,18,1169962,1854673,2010,04/02/2016 06:33,41.75671633,-87.65268654,"(41.756716, -87.652687)"
3534379,6968841,HR373875,13/06/2009 19:05,002XX N LATROBE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1523,15,28,25,18,1141335,1901186,2009,04/02/2016 06:33,41.88492883,-87.75645633,"(41.884929, -87.756456)"
5763949,5839667,HN642873,12/10/2007 00:30,119XX S HALSTED ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,FALSE,FALSE,524,5,34,53,18,1173139,1825780,2007,15/04/2016 08:55,41.67736022,-87.64189382,"(41.67736, -87.641894)"
3827456,8374958,HT608816,28/11/2011 15:05,059XX S NORMAL BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,711,7,20,68,18,1173976,1865625,2011,04/02/2016 06:33,41.78668179,-87.63765133,"(41.786682, -87.637651)"
4007747,8846364,HV519667,15/10/2012 16:30,016XX S CENTRAL PARK AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,TRUE,FALSE,1021,10,24,29,18,1152640,1891619,2012,04/02/2016 06:33,41.85845989,-87.71519523,"(41.85846, -87.715195)"
4047009,8469639,HV146238,05/02/2012 10:20,033XX W ADAMS ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE,FALSE,1124,11,28,27,18,1154115,1898876,2012,04/02/2016 06:33,41.87834462,-87.70958745,"(41.878345, -87.709587)"
2560575,7839868,HS651985,08/12/2010 19:35,005XX N LAVERGNE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1532,15,37,25,18,1142927,1903341,2010,04/02/2016 06:33,41.89081289,-87.75055643,"(41.890813, -87.750556)"
3113300,8072447,HT304470,20/05/2011 00:39,036XX N RICHMOND ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1733,17,33,16,18,1156071,1924011,2011,04/02/2016 06:33,41.94727792,-87.70172578,"(41.947278, -87.701726)"
1386560,1752643,G553964,15/09/2001 16:15,031XX W TAYLOR ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1134,11,,,18,1155526,1895494,2001,17/08/2015 15:03,41.8690358,-87.70449752,"(41.869036, -87.704498)"
4263610,9297036,HW442133,07/09/2013 19:45,013XX N SPRINGFIELD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2535,25,30,23,18,1150133,1908752,2013,04/02/2016 06:33,41.90552388,-87.72395104,"(41.905524, -87.723951)"
754162,2889608,HJ538575,03/08/2003 21:49,008XX N HAMLIN AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1112,11,27,23,18,1150900,1905395,2003,15/04/2016 08:55,41.89629695,-87.72122156,"(41.896297, -87.721222)"
5169728,4262006,HL495407,19/07/2005 23:15,029XX W HARRISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1135,11,2,27,18,1156862,1897226,2005,15/04/2016 08:55,41.87376163,-87.69954577,"(41.873762, -87.699546)"
5574603,5651475,HN452335,07/07/2007 19:40,0000X E 113TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ABANDONED BUILDING,TRUE,FALSE,531,5,9,49,18,1178425,1830052,2007,15/04/2016 08:55,41.68896519,-87.62241648,"(41.688965, -87.622416)"
724759,2845837,HJ505056,19/07/2003 14:00,047XX N MARINE DR,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,TRUE,FALSE,2312,19,46,3,18,1170221,1931900,2003,15/04/2016 08:55,41.96862768,-87.64948295,"(41.968628, -87.649483)"
3768093,8533379,HV210103,22/03/2012 19:05,060XX S EBERHART AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,313,3,20,42,18,1180633,1865098,2012,04/02/2016 06:33,41.78508525,-87.61325964,"(41.785085, -87.61326)"
3424846,6608332,HP671881,07/11/2008 23:10,080XX S BISHOP ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,612,6,21,71,18,1168062,1851530,2008,04/02/2016 06:33,41.74813254,-87.65973988,"(41.748133, -87.65974)"
1827850,6661809,HP729378,12/12/2008 01:32,004XX W LOCUST ST,2027,NARCOTICS,POSS: CRACK,CHA PARKING LOT/GROUNDS,TRUE,FALSE,1823,18,27,8,18,1172768,1906610,2008,04/02/2016 06:33,41.89917477,-87.64086888,"(41.899175, -87.640869)"
988010,10134055,HY322894,01/07/2015 01:22,065XX S TROY ST,2022,NARCOTICS,POSS: COCAINE,SIDEWALK,TRUE,FALSE,831,8,15,66,18,1156510,1861191,2015,17/08/2015 15:03,41.7748842,-87.70181063,"(41.774884, -87.701811)"
4539776,9655867,HX306588,16/06/2014 22:15,055XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA BUS STOP,TRUE,FALSE,1522,15,29,25,18,1139306,1899471,2014,04/02/2016 06:33,41.88025984,-87.76394903,"(41.88026, -87.763949)"
4941513,3707167,HK692801,17/10/2004 19:25,052XX S MORGAN ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,934,9,20,61,18,1170533,1870174,2004,15/04/2016 08:55,41.7992405,-87.65014261,"(41.799241, -87.650143)"
653549,2670435,HJ256420,23/03/2003 22:15,042XX S WENTWORTH AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,935,9,3,37,18,1175638,1876714,2003,15/04/2016 08:55,41.81707401,-87.63122548,"(41.817074, -87.631225)"
2631179,7902497,HS663441,16/12/2010 12:36,012XX S THROOP ST,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,TRUE,FALSE,1231,12,2,28,18,1167904,1894367,2010,04/02/2016 06:33,41.86568541,-87.65908741,"(41.865685, -87.659087)"
365894,2024532,HH224807,06/03/2002 06:15,049XX W MONROE ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1533,15,,,18,1143545,1899209,2002,15/04/2016 08:55,41.87946265,-87.74839024,"(41.879463, -87.74839)"
1695173,6390871,HP473923,25/07/2008 11:17,078XX S BENNETT AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,414,4,8,43,18,1190233,1853270,2008,04/02/2016 06:33,41.75240225,-87.578443,"(41.752402, -87.578443)"
3227003,6262393,HP347856,21/05/2008 08:49,048XX W ADAMS ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1533,15,28,25,18,1144226,1898895,2008,04/02/2016 06:33,41.87858823,-87.74589757,"(41.878588, -87.745898)"
5356716,5121896,HM562470,25/08/2006 22:12,038XX W ROOSEVELT RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1133,11,24,29,18,1150745,1894431,2006,15/04/2016 08:55,41.86621358,-87.72207766,"(41.866214, -87.722078)"
2153113,3345914,HK368452,16/05/2004 19:35,129XX S MARQUETTE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,433,4,10,55,18,1196429,1819736,2004,15/04/2016 08:55,41.66023031,-87.55684583,"(41.66023, -87.556846)"
3482868,6833517,HR242220,30/03/2009 02:35,019XX W 31ST PL,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,922,9,11,59,18,1163773,1883772,2009,04/02/2016 06:33,41.83669973,-87.6745509,"(41.8367, -87.674551)"
707427,2563602,HJ139627,21/01/2003 20:10,014XX N MONITOR AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,2531,25,29,25,18,1137090,1908883,2003,15/04/2016 08:55,41.90612762,-87.77185991,"(41.906128, -87.77186)"
5000334,3801565,HK811814,16/12/2004 12:06,064XX S EBERHART AVE,2027,NARCOTICS,POSS: CRACK,ALLEY,TRUE,FALSE,312,3,20,42,18,1180686,1862399,2004,15/04/2016 08:55,41.77767771,-87.6131482,"(41.777678, -87.613148)"
3221903,6256482,HP338208,03/02/2008 00:30,039XX S CALIFORNIA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GOVERNMENT BUILDING/PROPERTY,TRUE,FALSE,912,9,14,58,18,1158335,1878579,2008,04/02/2016 06:33,41.82256223,-87.69464678,"(41.822562, -87.694647)"
3858739,5421918,HN235512,19/03/2007 17:25,039XX W JACKSON BLVD,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,TRUE,FALSE,1132,11,28,26,18,1150081,1898395,2007,15/04/2016 08:55,41.87710419,-87.72441205,"(41.877104, -87.724412)"
271276,2037478,HH244708,15/03/2002 17:53,047XX W SUPERIOR ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1111,11,,,18,,,2002,17/08/2015 15:03,,,
58847,6220415,HM187181,17/02/2006 22:18,013XX N CENTRAL PARK AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1422,14,26,23,18,,,2006,17/08/2015 15:03,,,
3663499,8272270,HT506665,21/09/2011 01:10,022XX E 77TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,414,4,7,43,18,1192626,1854354,2011,04/02/2016 06:33,41.75531889,-87.56963858,"(41.755319, -87.569639)"
1242470,1602640,G361469,21/06/2001 13:15,068XX S ARTESIAN AV,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,832,8,,,18,1161188,1858992,2001,17/08/2015 15:03,41.76875428,-87.68472245,"(41.768754, -87.684722)"
3249320,6220155,HP303999,27/04/2008 15:41,048XX W JACKSON BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1533,15,24,25,18,1144383,1898242,2008,04/02/2016 06:33,41.87679337,-87.74533752,"(41.876793, -87.745338)"
4427823,9632092,HX282696,30/05/2014 15:30,011XX S FRANCISCO AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,TRUE,FALSE,1135,11,28,29,18,1157198,1894938,2014,04/02/2016 06:33,41.86747631,-87.69837427,"(41.867476, -87.698374)"
4995486,3794156,HL104519,03/01/2005 15:00,028XX W MONROE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1124,11,2,27,18,1157469,1899560,2005,15/04/2016 08:55,41.88015403,-87.69725364,"(41.880154, -87.697254)"
789951,2772042,HJ403232,02/06/2003 18:00,059XX S HERMITAGE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,714,7,15,67,18,1165696,1865341,2003,15/04/2016 08:55,41.78608229,-87.66801824,"(41.786082, -87.668018)"
6262736,2715707,HJ304089,16/04/2003 11:00,047XX W HURON ST,2013,NARCOTICS,MANU/DELIVER: HEROIN(BRN/TAN),RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1111,11,28,25,18,1144551,1904216,2003,15/04/2016 08:55,41.89318357,-87.74457018,"(41.893184, -87.74457)"
3080231,1830859,G640856,24/10/2001 18:34,003XX E 47 ST,2024,NARCOTICS,POSS: HEROIN(WHITE),RESTAURANT,TRUE,FALSE,224,2,,,18,1179312,1873894,2001,17/08/2015 15:03,41.80925253,-87.61783453,"(41.809253, -87.617835)"
2865972,4335322,HL571939,25/08/2005 23:12,009XX N CALIFORNIA AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,TRUE,FALSE,1311,12,26,24,18,1157557,1905979,2005,15/04/2016 08:55,41.89776657,-87.69675566,"(41.897767, -87.696756)"
2566625,7849614,HS662797,16/12/2010 00:10,034XX W NORTH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1422,14,26,23,18,1153278,1910423,2010,04/02/2016 06:33,41.91004736,-87.71235389,"(41.910047, -87.712354)"
685679,2526427,HH829205,10/12/2002 12:00,027XX S DEARBORN ST,2024,NARCOTICS,POSS: HEROIN(WHITE),CHA HALLWAY/STAIRWELL/ELEVATOR,TRUE,FALSE,2113,2,3,35,18,1176316,1886532,2002,15/04/2016 08:55,41.84400018,-87.6284429,"(41.844, -87.628443)"
1134923,1365686,G048612,23/01/2001 23:00,038XX W LEXINGTON ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1133,11,,,18,1150577,1896455,2001,17/08/2015 15:03,41.87177095,-87.72264155,"(41.871771, -87.722642)"
1003620,10179805,HY368185,04/08/2015 00:50,050XX S PULASKI RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,821,8,14,57,18,1150550,1870937,2015,17/08/2015 15:03,41.80174675,-87.72340593,"(41.801747, -87.723406)"
3269477,6279043,HP359148,27/05/2008 12:50,013XX S CENTRAL PARK AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,TRUE,FALSE,1021,10,24,29,18,1152590,1893393,2008,04/02/2016 06:33,41.86332894,-87.71533189,"(41.863329, -87.715332)"
3302652,6348173,HP416248,25/06/2008 21:35,067XX S EMERALD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,723,7,6,68,18,1172495,1860217,2008,04/02/2016 06:33,41.77187437,-87.64324057,"(41.771874, -87.643241)"
5068183,3908010,HL188358,18/02/2005 12:40,044XX S MARSHFIELD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,914,9,12,61,18,1166079,1875368,2005,15/04/2016 08:55,41.81358942,-87.6663287,"(41.813589, -87.666329)"
908970,2980038,HJ638696,18/09/2003 21:22,083XX S BURNHAM AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,423,4,10,46,18,1196279,1850156,2003,15/04/2016 08:55,41.7437095,-87.55639049,"(41.743709, -87.55639)"
703853,2557254,HJ134966,19/01/2003 09:57,074XX N ROGERS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2422,24,49,1,18,1163190,1949191,2003,15/04/2016 08:55,42.0162258,-87.6748467,"(42.016226, -87.674847)"
4900671,3645898,HK670263,06/10/2004 17:10,034XX W WALNUT ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1123,11,28,27,18,1153473,1901460,2004,15/04/2016 08:55,41.88544816,-87.71187604,"(41.885448, -87.711876)"
2456183,7645427,HS449842,07/08/2010 00:30,009XX E 65TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,321,3,20,42,18,1183633,1862110,2010,04/02/2016 06:33,41.77681644,-87.60235358,"(41.776816, -87.602354)"
4679588,3343988,HK346639,06/05/2004 14:40,001XX N LEAVITT ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1332,12,2,28,18,1161722,1900974,2004,15/04/2016 08:55,41.88394661,-87.68159768,"(41.883947, -87.681598)"
1159078,1426005,G133056,07/03/2001 23:56,039XX W LAKE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1122,11,,,18,1149721,1901477,2001,17/08/2015 15:03,41.88556854,-87.72565375,"(41.885569, -87.725654)"
2041645,7037497,HR408095,02/07/2009 19:15,063XX S ARTESIAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,825,8,15,66,18,1161126,1862647,2009,04/02/2016 06:33,41.7787854,-87.68484869,"(41.778785, -87.684849)"
2258718,7324627,HR570111,04/10/2009 01:15,039XX W THOMAS ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1112,11,27,23,18,1150065,1907054,2009,04/02/2016 06:33,41.90086572,-87.72424512,"(41.900866, -87.724245)"
755693,2891545,HJ541835,05/08/2003 12:22,062XX S FRANCISCO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,823,8,15,66,18,1158117,1863203,2003,15/04/2016 08:55,41.78037288,-87.69586488,"(41.780373, -87.695865)"
4991024,3787581,HK803640,11/12/2004 19:10,043XX W GLADYS AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1131,11,24,26,18,1147614,1898004,2004,15/04/2016 08:55,41.87607892,-87.73348027,"(41.876079, -87.73348)"
3888311,8705378,HV381566,13/07/2012 20:36,071XX S MICHIGAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,323,3,6,69,18,1178397,1857805,2012,04/02/2016 06:33,41.76512359,-87.621679,"(41.765124, -87.621679)"
1935006,6798921,HR210669,11/03/2009 20:03,016XX W HOWARD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2422,24,49,1,18,1163887,1950346,2009,04/02/2016 06:33,42.0193804,-87.67224913,"(42.01938, -87.672249)"
3711132,8352275,HT585936,12/11/2011 11:40,005XX N KEDZIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,1313,12,27,23,18,1154949,1903386,2011,04/02/2016 06:33,41.89070383,-87.70640419,"(41.890704, -87.706404)"
3138006,4568911,HL769446,03/12/2005 11:52,043XX W WEST END AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1114,11,28,26,18,1147614,1900625,2005,15/04/2016 08:55,41.88327124,-87.733413,"(41.883271, -87.733413)"
4354416,9475949,HX129771,27/01/2014 19:05,007XX N HOMAN AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1121,11,27,23,18,1153576,1904803,2014,04/02/2016 06:33,41.89461964,-87.71140882,"(41.89462, -87.711409)"
2383659,7549807,HS353292,10/06/2010 19:20,056XX W ROOSEVELT RD,2024,NARCOTICS,POSS: HEROIN(WHITE),PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1513,15,29,25,18,1139096,1894123,2010,04/02/2016 06:33,41.86558803,-87.76485019,"(41.865588, -87.76485)"
350808,1999933,HH188120,15/02/2002 11:17,003XX N KEDZIE AV,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1331,12,,,18,1154990,1901949,2002,15/04/2016 08:55,41.88675974,-87.70629218,"(41.88676, -87.706292)"
1091058,10347270,HY538117,15/12/2015 13:48,013XX S INDEPENDENCE BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1011,10,24,29,18,1151467,1893579,2015,22/12/2015 15:52,41.86386145,-87.71944948,"(41.863861, -87.719449)"
4697770,3368092,HK388294,25/05/2004 23:05,066XX S COTTAGE GROVE AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,321,3,20,42,18,1182703,1861138,2004,15/04/2016 08:55,41.77417082,-87.60579304,"(41.774171, -87.605793)"
310798,1930232,HH103533,02/01/2002 20:00,029XX W HARRISON ST,2027,NARCOTICS,POSS: CRACK,CHA PARKING LOT/GROUNDS,TRUE,FALSE,1135,11,,,18,1156862,1897226,2002,15/04/2016 08:55,41.87376163,-87.69954577,"(41.873762, -87.699546)"
6095503,9996550,HY186778,16/03/2015 13:21,061XX N HERMITAGE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2433,24,40,77,18,1163653,1940897,2015,17/08/2015 15:03,41.99345708,-87.67337826,"(41.993457, -87.673378)"
4156804,6029122,HP131894,19/01/2008 01:00,063XX S EBERHART AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,312,3,20,42,18,1180668,1863088,2008,04/02/2016 06:33,41.77956881,-87.61319304,"(41.779569, -87.613193)"
5524158,5264177,HN136607,21/01/2007 21:45,045XX N CENTRAL PARK AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1723,17,33,14,18,1151570,1929935,2007,15/04/2016 08:55,41.96362362,-87.71811403,"(41.963624, -87.718114)"
1867719,6748420,HR165030,11/02/2009 11:00,076XX S WENTWORTH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,623,6,17,69,18,1176265,1854551,2009,04/02/2016 06:33,41.75624238,-87.62959094,"(41.756242, -87.629591)"
3393171,4790917,HM263635,31/03/2006 11:20,007XX N HARDING AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,TRUE,FALSE,1112,11,27,23,18,1149926,1904552,2006,15/04/2016 08:55,41.89400268,-87.72482086,"(41.894003, -87.724821)"
5594281,5690758,HN418338,20/06/2007 20:46,061XX S HOMAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,823,8,15,66,18,1154788,1863545,2007,15/04/2016 08:55,41.78137846,-87.70806055,"(41.781378, -87.708061)"
3850524,5405828,HN232016,17/03/2007 17:57,007XX W 123RD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,523,5,34,53,18,1173439,1823300,2007,15/04/2016 08:55,41.67054808,-87.64086867,"(41.670548, -87.640869)"
2904590,4313947,HL532647,06/08/2005 19:30,001XX W 35TH ST,2022,NARCOTICS,POSS: COCAINE,SIDEWALK,TRUE,FALSE,924,9,11,34,18,1175739,1881773,2005,15/04/2016 08:55,41.83095408,-87.63070323,"(41.830954, -87.630703)"
6150693,2162986,HH378012,17/05/2002 12:00,002XX N LOREL AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1523,15,28,25,18,1140669,1901155,2002,15/04/2016 08:55,41.88485602,-87.75890278,"(41.884856, -87.758903)"
5335838,5071865,HM502638,27/07/2006 12:35,015XX N WASHTENAW AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,ALLEY,TRUE,FALSE,1423,14,26,24,18,1158138,1910038,2006,15/04/2016 08:55,41.90889295,-87.69451068,"(41.908893, -87.694511)"
2869551,4340815,HL641537,28/09/2005 18:55,042XX W ALTGELD ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,2524,25,31,20,18,1147503,1916280,2005,15/04/2016 08:55,41.92623231,-87.73341858,"(41.926232, -87.733419)"
2666477,7921990,HT153423,09/02/2011 00:40,014XX W 79TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,612,6,21,71,18,1168169,1852363,2011,04/02/2016 06:33,41.75041611,-87.65932388,"(41.750416, -87.659324)"
5258901,4749361,HM260898,30/03/2006 06:44,013XX S SPAULDING AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1022,10,24,29,18,1154578,1893575,2006,15/04/2016 08:55,41.86378886,-87.7080292,"(41.863789, -87.708029)"
918520,2993280,HJ658787,28/09/2003 12:15,102XX S MICHIGAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,511,5,9,49,18,1178994,1836903,2003,15/04/2016 08:55,41.70775239,-87.62012571,"(41.707752, -87.620126)"
4471210,9783062,HX432599,17/09/2014 21:44,0000X W 57TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,232,2,3,40,18,1177106,1867219,2014,04/02/2016 06:33,41.79098581,-87.6261271,"(41.790986, -87.626127)"
5948671,9181412,HW326486,19/06/2013 18:50,011XX W WILSON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1913,19,46,3,18,1167798,1930700,2013,04/02/2016 06:33,41.96538757,-87.65842693,"(41.965388, -87.658427)"
6206799,2252100,HH519663,18/07/2002 22:00,057XX W PALMER ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,2515,25,37,19,18,1137919,1914049,2002,15/04/2016 08:55,41.9202888,-87.7686897,"(41.920289, -87.76869)"
1849372,6709101,HR124076,16/01/2009 12:32,059XX N ROCKWELL ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,TRUE,FALSE,2011,20,40,2,18,1157922,1939387,2009,04/02/2016 06:33,41.98943284,-87.69450056,"(41.989433, -87.694501)"
333594,1971644,HH147429,25/01/2002 12:15,007XX S KENNETH AV,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,TRUE,FALSE,1131,11,,,18,1146811,1896171,2002,15/04/2016 08:55,41.87106431,-87.73647544,"(41.871064, -87.736475)"
2322603,7359813,HS161163,11/02/2010 18:45,025XX W LITHUANIAN PLAZA CT,2022,NARCOTICS,POSS: COCAINE,SIDEWALK,TRUE,FALSE,832,8,15,66,18,1160815,1858821,2010,04/02/2016 06:33,41.76829275,-87.6860944,"(41.768293, -87.686094)"
4609369,3295910,HK211397,29/02/2004 11:20,072XX S STONY ISLAND AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,324,3,5,43,18,1188180,1857086,2004,15/04/2016 08:55,41.76292289,-87.58584475,"(41.762923, -87.585845)"
361502,2017698,HH217116,01/03/2002 22:06,018XX N MAYFIELD AV,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,2531,25,,,18,1136803,1911484,2002,15/04/2016 08:55,41.91327023,-87.77285175,"(41.91327, -87.772852)"
